,EventTemplate,Occurrences
96,rts tree/torus link training failed: wanted: {var1} {var2} {var3}+ {var4}- {var5}+ {var6}- {var7}+ {var8}- got: {var1} {var2} {var3}- {var5}- {var7}+ {var8}-,1
97,1 tree receiver {int} in re-synch state event(s) (dcr {hex}) detected,1
98,ciod: LOGIN chdir({dir}) failed: {reason},3
99,ciod: Error reading message prefix after {ACTION} on CioStream socket to {IP}:{PORT}: {REASON},4
100,rts: kernel terminated for reason {reason},6
101,ciod: generated {num} core files for program {path},23
102,iar {var1} dear {var2},205
103, {number} double-hummer alignment exceptions,2
104,{timestamp} {vehicle} alignment exceptions,1
105,"NFS Mount failed on {server}, slept {seconds} seconds, retrying ({attempt})",2
106,"{} errors(s) detected and corrected on rank {}, symbol {}, bit {}",1
107,ciod: generated {num} core files for program {program},6
108,Lustre mount FAILED : {server} : point {mount_point},7
109,Lustre mount FAILED : {var1} : point {var2},2
110,"4 ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",3
111,ciod: LOGIN chdir({directory}) failed: {reason},1
112,ciod: pollControlDescriptors: Detected the {debuggerStatus}.,3
113,"ciod: In packet from node {node} ({location}), message code {code} is not {expected} or {unexpected} (softheader={header})",1
114,"ciod: Error loading {file_path}: invalid or missing program image, {error_message}",7
115,suppressing further interrupts of {same type},2
116,ciod: Error reading message prefix after {ACTION} on CioStream socket to {IP_ADDRESS}:{PORT}: {ERROR_MESSAGE},5
117,rts: bad message header: expecting type {type1} instead of type {type2} (softheader={header}) PSR0={psr0} PSR1={psr1} PRXF={prxf} PIXF={pixf},1
118,critical input interrupt (unit={unit} bit={bit}): warning for torus y+ wire,1
119,"CE sym {var1}, at {var2}, mask {var3}",3
120,ciod: generated {num_files} core files for program {program_path},1
121,{} tree receiver {} in re-synch state event(s) (dcr {}) detected,1
122,data cache {action} {error_type} detected. {attempting} to {correct},6
123,{} complete,1
124,ciod: Error loading {program_name}: {error_message},1
125,critical input interrupt (unit={unit} bit={bit}): warning for torus z- wire,1
126,16 tree receiver {int} in re-synch state event(s) (dcr {hex}) detected,1
127,"Error receiving packet on tree network, expecting type {type1} instead of type {type2} (softheader={header}) PSR0={psr0} PSR1={psr1} PRXF={prxf} PIXF={pixf}",5
128,iar {variable1} dear {variable2},3
129,"2 ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",2
130,{date} floating point alignment exceptions,1
131,5 torus receiver {direction} input pipe error(s) (dcr {code}) detected and corrected,1
132,{} L{} EDRAM error(s) (dcr {}) detected and corrected,1
133,"critical input interrupt (unit={unit} bit={bit}): warning for torus z+ wire, suppressing further interrupts of same type",2
134,18507114 torus sender z- retransmission error(s) (dcr {hex_code}) detected and corrected over {time} seconds,1
135,{} torus sender z- retransmission error(s) (dcr {}) detected and corrected over {} seconds,1
136,"ciod: Received signal {signal}, code={code}, errno={errno}, address={address}",16
137,Lustre mount FAILED : {server} : {block_id} : {location},2
138,MACHINE CHECK DCR read timeout (mc={mc} iar {iar} lr {lr}),7
139,"ciod: Error reading message prefix on CioStream socket to {ip_address}:{port}, {error_message}",5
140,"ciod: Error reading message prefix on CioStream socket to {ip_address}:{port}, Connection reset by peer",1
141,dbcr0={dbcr0} dbsr={dbsr} ccr0={ccr0},1
142,"ciod: Error reading message prefix on CioStream socket to {ip_address}:{port}, Link has been severed",8
143,r24={var1} r25={var2} r26={var3} r27={var4},1
144,{} tree receiver {} in re-synch state event(s) (dcr {}) detected over {} seconds,1
145,0 microseconds spent in the {signal_type} signal handler during {num_calls} calls. {max_time} microseconds was the maximum time for a single instance of a {ddr_type} ddr.,51
146," {total_interrupts} total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",63
147,"{} total interrupts. {} critical input interrupts. {} microseconds total spent on critical input interrupts, {} microseconds max time in a critical input interrupt.",5
148," {total_interrupts} total interrupts. {critical_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",3
149,"1 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",2
150,"PrepareForService shutting down Node card(mLctn({}), mCardSernum({}), mLp({}), mIp({}), mType({})) as part of Service Action {}",1
151,"Kernel detected {count} integer alignment exceptions ({last_exception}) iar {iar}, dear {dear}",1
152,1 tree receiver {int} in re-synch state event(s) (dcr {hex}) detected over {int} seconds,1
153,"{} ddr error(s) detected and corrected on rank {}, symbol {} over {} seconds",5
154,total of {count} ddr error(s) detected and corrected over {time} seconds,4
155,minus normalized number..................{number},1
156,fraction rounded.........................{value},1
157,"critical input interrupt (unit={unit} bit={bit}): warning for tree {tree} wire, suppressing further interrupts of same type",1
158,size of scratchpad portion of L3.........{size} ({unit}),1
159,"Kernel detected {count} integer alignment exceptions ({first_exception}) iar {iar}, dear {dear}",1
160,"Kernel detected {num} integer alignment exceptions ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num})",1
161,"Kernel detected {integer} integer alignment exceptions ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex}",3
162,"Kernel detected {num} integer alignment exceptions ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex} ({num}) iar {hex}, dear {hex}",1
163,"Kernel detected {integer} integer alignment exceptions ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer}) iar {hex}, dear {hex} ({integer})",2
164,{} L{} EDRAM error(s) (dcr {}) detected and corrected over {} seconds,1
165,"ciod: Error loading {file_path}: program image too big, {size} > {max_size}",1
166,fpr29={hex} {hex} {hex} {hex},1
167,Machine State Register: {register_value},1
