,EventTemplate,Occurrences,Type
47,Task Transitioned from SCHEDULED to RUNNING,2,True
107,Diagnostics report from attempt_{task_attempt_id}: {log_message},1,True
106,Task succeeded with attempt {{attempt_id}},1,True
105,Added {attempt_id} to list of failed maps,1,True
104,Processing the event EventType: {EventType} for container {container} taskAttempt {taskAttempt},1,True
103,JVM with ID: {jvm_id} given task: {task_id},1,True
102,Container complete event for unknown container id {},1,True
101,{Log message},1,True
99,DFSOutputStream ResponseProcessor exception for block BP-{block_id}:{block_name},1,True
100,Error Recovery for block BP-{block_id} in pipeline {pipeline}: bad datanode {datanode},1,True
109,Starting Socket Reader #1 for port {},1,True
98,<task_id> Task Transitioned from <old_state> to <new_state>,1,True
97,Num completed Tasks: {},1,True
96,Scheduling a redundant attempt for task {task_id},1,True
95,{Action} {Description}.,1,True
94,All maps assigned. Ramping up all remaining reduces:{reduce_count},1,True
93,Added attempt_{job_id}_{task_type}_{task_id}_{attempt_num} to list of failed {task_type}s,1,True
108,Thread {} threw an Exception.,1,True
112,Instantiated MRClientService at {hostname}/{ip}:{port},1,True
110,Adding protocol {} to the server,1,True
120,attempt_{job_id}_{attempt_id}_{task_id}_{task_attempt_id} TaskAttempt Transitioned from {old_state} to {new_state},1,True
91,Error writing History Event: {event details},1,True
125,Launching attempt_{job_id}_{task_type}_{task_id}_{attempt_num},1,True
124,"Cannot assign container Container: [ContainerId: {}, NodeId: {}, NodeHttpAddress: {}, Resource: <memory:{}, vCores:{}>, Priority: {}, Token: Token { kind: ContainerToken, service: {} }, ] for a map as either  container memory less than required <memory:{}, vCores:{}> or no pending map tasks - maps.isEmpty=true",1,True
123,DefaultSpeculator.addSpeculativeAttempt -- we are speculating {task_id},1,True
122,"Slow ReadProcessor read fields took {duration}ms (threshold={threshold}ms); ack: seqno: {seqno} status: {status} status: {status} downstreamAckTimeNanos: {downstreamAckTimeNanos}, targets: [{targets}]",1,True
121,We launched {speculations} speculations. Sleeping {milliseconds} milliseconds.,1,True
119,"MRAppMaster launching normal, non-uberized, multi-container job job_{job_id}.",1,True
111,Done acknowledgement from attempt_{job_attempt_id}_{task_attempt_id}_{task_attempt_num}_{task_attempt_tracker},1,True
118,Created MRAppMaster for application {},1,True
117,Jetty bound to port {},1,True
116,Input size for job {job_id} = {input_size}. Number of splits = {num_splits},1,True
115,Added global filter '{filter_name}' (class={filter_class}),1,True
114,Http request log for {service} is not defined,1,True
113,Logging to {} via {},1,True
92,Number of reduces for job job_{job_id} = {num_reduces},1,True
63,Executing with tokens:,1,True
90,Extract jar:{jar_path} to {destination_path},1,True
64,"Kind: {kind}, Service: {service}, Ident: ({ident})",1,True
70,{component} metrics system started,1,True
69,Scheduled snapshot period at {time}.,1,True
68,loaded properties from hadoop-metrics2.properties,1,True
67,Emitting job history data to the timeline server is not enabled,1,True
66,OutputCommitter is {},1,True
65,"reduceResourceRequest:<memory:{}, vCores:{}>",1,True
62,Adding #0 tokens and #1 secret keys for NM use for launching container,1,True
72,Adding job token for {} to jobTokenSecretManager,1,True
61,There is no log template provided in this log message. It appears to be just a version number for the Jetty web server.,1,True
60,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267,1,True
59,Assigned container {container_id} to {attempt_id},1,True
58,task_{task_id}_r_{attempt_id} Task Transitioned from {old_state} to {new_state},1,True
57,Putting shuffle token in serviceData,1,True
56,Size of containertokens_dob is {},1,True
71,Using mapred newApiCommitter.,1,True
73,"mapResourceRequest:<memory:{}, vCores:{}>",1,True
89,Processing the event EventType: JOB_SETUP,1,True
82,The job-jar file on the remote FS is hdfs://{hostname}:{port}/tmp/hadoop-yarn/staging/{username}/.staging/job_{jobid}/job.jar,1,True
88,Web app /mapreduce started at {},1,True
87,yarn.client.max-cached-nodemanagers-proxies : {},1,True
86,Upper limit on the thread pool size is {},1,True
85,Assigned container {} to attempt_{}_{}_{}_{}_{},1,True
84,Connecting to ResourceManager at {hostname}:{port},1,True
83,queue: {},1,True
81,"There is no clear log template provided in the given log message. It is just a key-value pair indicating that the feature of node blacklisting is enabled with a value of true. A log template usually includes information such as the timestamp, severity level, source, and message.",1,True
74,"Event Writer setup for JobId: {}, File: {}",1,True
80,JOB_CREATE {},1,True
79,Registered webapp guice modules,1,True
78,Not uberizing {job_id} because: {reason},1,True
77,"maxContainerCapability: <memory:{}, vCores:{}>",1,True
76,{Action} set in config {Value},1,True
75,Starting Socket Reader #1 for port {port_number},1,True
126,The job-conf file on the remote FS is {}.,1,True
