,EventTemplate,Occurrences,Type
68,"Path not allowed in target domain: type = pid, path = {path}, error = {error}, origin = {origin}",8,True
66,ARPT: %f: ARPT: Wake Reason: %s,8,True
65,<application>(<process_id>) <action> <resource>,8,True
64,Sandbox: {process} deny({result}) {action} {path},8,True
67,ARPT: %.6f: framerdy 0x%x bmccmd %d framecnt %d,8,True
62,Unrecognized attribute value: t:{attribute_value},8,True
60,in6_unlink_ifa: IPv6 address %s has no prefix,8,True
57,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),8,True
59,KeychainGetICDPStatus: status: {},8,True
58,"ARPT: %.6f: %s: setup_keepalive: Local port: %d, Remote port: %d",8,True
61,{interface}::{class}::{action} {details},8,True
74,AirPort: Link Up on {interface},7,True
76,"PM response took {} ms ({}, {})",7,True
75,<class>::<method> <message>,7,True
77,{application}({process_id}) {action} {resource},7,True
73,"setting hostname to ""{hostname}""",7,True
72,AirPort: Link Down on awdl0. Reason {} ({}).,7,True
71,"Setting BTCoex Config: enable_2G:{}, profile_2g:{}, enable_5G:{}, profile_5G:{}",7,True
70,"ARPT: %.6f: IOPMPowerSource Information: onSleep,  SleepType: %s,  'ExternalConnected': %s, 'TimeRemaining': %d,",7,True
85,<<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,6,True
84,ARPT: %.6f: %s: MDNS: IPV6 Addr: %s,6,True
83,wlc_dump_aggfifo,6,True
82,messageType = 0xE0000340,6,True
81,"ARPT: %.6f: %s: MDNS: %d SRV Recs, %d TXT Recs",6,True
80,"ARPT: %.6f: %s: setup_keepalive: interval %d, retry_interval %d, retry_count %d",6,True
79,ARPT: %.6f: %s: %s,6,True
78,QQ({}) deny mach-lookup com.apple.networking.captivenetworksupport,6,True
91,en0: 802.11d country code set to '{country_code}'.,5,True
96,[<module_name>] [<log_message>],5,True
94,<component>::<function> - <message>,5,True
93,[itemasync_SetProperty] signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,5,True
92,<timestamp> : <message>,5,True
95,"SecOSStatusWith error:[{error_code}] Error Domain=NSOSStatusErrorDomain Code={error_code} ""{error_description}"" ({error_type}: {error_message}) UserInfo={{NSDescription={error_description}}}",5,True
90,"RTC: Maintenance {date_time}, sleep {date_time}",5,True
88,<IMMacNotificationCenterManager: %@>:    NC Disabled: %@,5,True
86,Wake reason: {reason},5,True
87,<Module>: <Message>,5,True
89,"<interface>: channel changed to <channel>,<offset>",5,True
108,mDNS_RegisterInterface: Frequent transitions for interface {interface_name} ({interface_address}),4,True
118,[timestamp] [process name][process ID/thread ID] [log level] [log message],4,True
117,"ARPT: %.6f: %s: %s: Updated seq/ack/win from UserClient Seq %u, Ack %u, Win size %u",4,True
116,"ARPT: %.6f: IOPMPowerSource Information: onSleep, SleepType: %s, 'ExternalConnected': %s, 'TimeRemaining': %d,",4,True
115,TBT W (2): 0x0040 [x],4,True
114,"ARPT: %.6f: %s: wl_update_tcpkeep_seq: Original Seq: %u, Ack: %u, Win size: %u",4,True
113,[{timestamp}:{log_level}:{source_file}({line_number})] {log_message},4,True
111,ARPT: %f: AQM agg results %x len hi/lo: %x %x BAbitmap(%d-%d) %d %d %d %d,4,True
110,"{Action} response took {Time} ms ({Code}, {Source})",4,True
109,<Component>::<Action> - <Parameter1> = <Value1> <Parameter2> = <Value2>,4,True
112,{module_name} {line_number} {function_name} {error_code},4,True
107,{module_name} {line_number} {function_name} error {error_code},4,True
102,<process_name>[<process_id>] <log_message>,4,True
106,"pages {}, wire {}, act {}, inact {}, cleaned {} spec {}, zf {}, throt {}, compr {}, xpmapped {}",4,True
98,Captive: CNPluginHandler en0: Evaluating,4,True
99,AirPort: Link Up on {},4,True
101,"Path not allowed in target domain: type = pid, path = {PATH} error = {ERROR_CODE}: {ERROR_MESSAGE}, origin = {ORIGIN}",4,True
100,Saw change in network reachability (isReachable={}),4,True
103,"NETWORK: requery, {}, {}, {}, {}, {}, items, fQueryRetries, {}, fLastRetryTimestamp, {}",4,True
104,"NETWORK: no response from server, reachability, {}, queryRetries, {}",4,True
105,[timestamp] [process_name][process_id/thread_id] [log_level] [message],4,True
97,ASSERTION FAILED: {variable} -[{class} {method}] line: {line number},4,True
142,{Action} manager is not {Status} on,3,True
136,"ARPT: %.6f: %s: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq %u, Ack %u, Win size %u",3,True
137,"Path not allowed in target domain: type = pid, path = {path} error = {error}: {error_message}, origin = {origin}",3,True
138,[<timestamp>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: <message>,3,True
139,[<log_source>] [<log_message>],3,True
140,ARPT: %.9f: AirPort_Brcm43xx::powerChange: %s,3,True
147,__[MODULE][FUNCTION]_block_invoke [INVOCATION] - [MESSAGE] [EXTRA INFO]__,3,True
143,<function_name> <error_code> failed: <error_message>,3,True
144,[timestamp] <<<< module >>>> message,3,True
145,Sandbox: QQ( ) deny( ) mach-lookup com.apple.networking.captivenetworksupport,3,True
146,"Service ""{service_name}"" tried to hijack endpoint ""{endpoint_name}"" from owner: {owner_name}",3,True
148,"CCLogTap::profileRemoved, Owner: {}, Name: {}",3,True
134,CGXDisplayDidWakeNotification [{}]: posting kCGSDisplayDidWake,3,True
135,<function_name> <line_number> <error_message>,3,True
141,mDNS_DeregisterInterface: Frequent transitions for interface {interface_name} ({interface_address}),3,True
133,ARPT: %.6f: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,3,True
125,Captive: [CNInfoNetworkActive:1748] en0: SSID '{SSID}' making interface primary (cache indicates network not captive),3,True
132,<Component>::<Action> - <Status> - took <Time> milliseconds,3,True
119,ARPT: %.6f: wl0: setup_keepalive: Remote IP: %s,3,True
120,"polled file major {}, minor {}, blocksize {}, pollers {}",3,True
122,ARPT: {timestamp}: ARPT: Wake Reason: {reason},3,True
123,sigio_handler: sigio_handler_active != 1,3,True
124,<IMMacNotificationCenterManager: %p>:   DND Enabled: %s,3,True
121,<<<< CRABS >>>> crabsFlumeHostAvailable: [{}] Byte flume reports host available again.,3,True
126,ARPT: %f: AQM agg params %x maxlen hi/lo %x %x minlen %x adjlen %x,3,True
127,[BluetoothHIDDeviceController] {},3,True
128,<Component>::<Action> - <Details>,3,True
129,[HID] [MT] AppleMultitouchDevice::willTerminate entered,3,True
130,"IOPMrootDomain: idle cancel, state {}",3,True
131,network changed: v4(en0+:<IP address>) v6(en0:<IPv6 address>) DNS! Proxy SMB,3,True
203,"ARPT: %.6f: %s: Roamed or switched channel, reason #%d, bssid %s, last RSSI %d",2,True
211,<<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,2,True
210,"ARPT: {timestamp}: {interface}: MDNS: {num_srv_recs} SRV Recs, {num_txt_recs} TXT Recs",2,True
209,{module}_machine_init {action},2,True
208,"hibernate_machine_init pagesDone {} sum2 {}, time: {} ms, disk(0x20000) {} Mb/s, comp bytes: {} time: {} ms {} Mb/s, crypt bytes: {} time: {} ms {} Mb/s",2,True
207,hibernate image path: {},2,True
206,[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:{URL}] {Error},2,True
205,Unable to start NetBIOS name service:,2,True
204,"USBMSC Identifier (non-unique): %s %s %s %s, %d",2,True
196,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-002.pcapng",2,True
202,"CCDataTap::profileRemoved, Owner: %s, Name: %s",2,True
201,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[DATE_TIME] - AuthFail:sts:5_rsn:0.xml,2,True
200,Unrecognized XSSimpleTypeDefinition: {},2,True
199,"ARPT: %.9f: IOPMPowerSource Information: onSleep,  SleepType: %s,  'ExternalConnected': %s, 'TimeRemaining': %d,",2,True
198,network changed: v6(en0-:{ipv6_address}) DNS- Proxy-,2,True
197,{class}::set{function} Registered for notification callback.,2,True
213,{Action} exit,2,True
195,Session {session_id} destroyed,2,True
194,Starting AirDrop server for user {} on wake,2,True
212,assertion failed: {version}: {module} + {offset} [{uuid}]: {address},2,True
221,ARPT: %.6f: %s: setup_keepalive: Remote IP: %s,2,True
214,{interface}::{class}::{message},2,True
226,ARPT: %.6f: AQM agg results %x len hi/lo: %x %x BAbitmap(%d-%d) %d %d %d %d,2,True
192,<component>::<function> - retries = <number>,2,True
233,ARPT: %.6f: wl0: MDNS: IPV4 Addr: %s,2,True
232,"DB Error: 1 ""no such table: {table_name}""",2,True
231,IOHibernatePollerOpen(#),2,True
230,[timestamp] [application name/process ID] [log level] [log message],2,True
229,AirPort: Link Down on en0. Reason {reason_code} ({reason_description}).,2,True
228,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : {error message}",2,True
227,{application}({process_id}) {action} {target},2,True
225,Wake reason: {WakeReason} ({Source}),2,True
215,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[YYYY-MM-DD_HH,mm,ss.mmmmmm] - AuthFail:sts:5_rsn:0.xml",2,True
224,"ARPT: %.6f: IOPMPowerSource Information: onWake,  SleepType: %s Sleep,  'ExternalConnected': %s, 'TimeRemaining': %d,",2,True
223,BuildActDeviceEntry enter,2,True
222,"Page bounds {{}, {}}",2,True
220,__[THREAD]-[CLASS METHOD]_block_invoke [INVOCATION] - [MESSAGE] [EXTRA INFO],2,True
219,__[THREAD]-[CLASS METHOD]_block_invoke [UNIQUE IDENTIFIER] - [MESSAGE] [EXTRA INFO],2,True
218,<module_name> <error_code> failed: <error_message>,2,True
217,[BluetoothHIDDeviceController]ERROR: {message},2,True
216,[IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- %s -- %s -- %s,2,True
193,<LOG LEVEL>: <LOG MESSAGE>,2,True
234,"[Accounts] Failed to update account with identifier {}, error: {}",2,True
191,[timestamp] [application name/process ID/thread ID] [log level] [log message],2,True
169,network changed: v4(en0-:{IP_ADDRESS}) v6(en0:{IPV6_ADDRESS}) DNS! Proxy SMB,2,True
167,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-002.xml, Current File [DATE]-CCIOReporter-002.xml",2,True
166,ARPT: %.9f: wl0: setup_keepalive: Remote IP: %s,2,True
165,############################## {log_message},2,True
164,ARPT: %.6f: %s: setup_keepalive: Local IP: %s,2,True
163,Wake reason: ?,2,True
162,[timestamp] [applicationName][processID/threadID] [logLevel] [logMessage],2,True
161,{message},2,True
160,<date/time> | <log level> | <module name> | <file name>:<line number>:<function name> | <log message>,2,True
159,hibernate_teardown_pmap_structs done: last_valid_compact_indx {},2,True
158,could discard act {} inact {} purgeable {} spec {} cleaned {},2,True
157,{class}::{method} {message},2,True
155,[DATE] [APPLICATION_NAME][PROCESS_ID/THREAD_ID] [LOG_LEVEL] [LOG_MESSAGE],2,True
154,[IOBluetoothHostControllerUSBTransport][start] -- completed -- result = %s -- %s,2,True
153,sigio_handler: sigio_handler_active != 0,2,True
152,<application_name>(<process_id>) <action> <resource>,2,True
151,mDNS_DeregisterInterface: Frequent transitions for interface {interface} ({ip_address}),2,True
150,"hibernate_alloc_pages act {}, inact {}, anon {}, throt {}, spec {}, wire {}, wireinit {}",2,True
149,"ARPT: %.6f: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq %u, Ack %u, Win size %u",2,True
190,"ARPT: %.6f: IOPMPowerSource Information: onWake,  SleepType: %s,  'ExternalConnected': %s, 'TimeRemaining': %d,",2,True
168,{ApplicationName} {ModuleName} {LogMessage},2,True
156,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-007.xml, Current File [DATE]-CCIOReporter-007.xml",2,True
170,<Component>::<Action> <Description>,2,True
181,"ARPT: %.9f: %s: setup_keepalive: interval %d, retry_interval %d, retry_count %d",2,True
189,wake time set {time} s,2,True
171,"Opened file {file_path}, size {file_size}, extents {num_extents}, maxio {max_io}, ssd {is_ssd}",2,True
188,<timestamp> | <log level> | <module name> | <file name>:<line number>:<function name> | <log message>,2,True
187,objc[%d]: Class %s is implemented in both %s and %s. One of the two will be used. Which one is undefined.,2,True
186,{module} {action} {count},2,True
184,hibernate_page_list_setall found pageCount {},2,True
183,en0: Supported channels {channels},2,True
182,network changed: v4(en0:{ipv4_address}) v6(en0+:{ipv6_address}) DNS! Proxy SMB,2,True
185,[%{TIME}] %{DATA} signalled err=%{INT} (%{DATA}) (%{DATA}) at %{GREEDYDATA},2,True
180,"hibernate_newruntime_map time: {} ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled {}",2,True
179,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start {message},2,True
178,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-001.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]",2,True
177,N/A (This log message does not contain any variables or contextual information that would require a template),2,True
176,[timestamp] [process_name][process_id/thread_id] [log_level] [function_name] log_message,2,True
175,"device_generate_desktop_screenshot: authw %s, shield %s",2,True
174,<Component>::<Function> - <Message>,2,True
172,en0: Supported channels {},2,True
173,INIT -- {message},2,True
388,the url = {},1,True
392,Got an XPC error: {error_message},1,True
391,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1,True
390,ARPT: %.6f: AQM agg results 0x%04x len hi/lo: 0x%x 0x%x BAbitmap(0-3) %d %d %d %d,1,True
389,"{function_name}({parameter}) failed, {error_message} ({error_code})",1,True
385,after trim url = {},1,True
387,network changed: {network_change_type}* {affected_component},1,True
386,network changed: {reason},1,True
382,assertion failed: {build number}: {process name} + {offset} [{UUID}]: {memory address},1,True
384,url host = {},1,True
383,"hostControllerOnline - Number of Paired devices = {}, List of Paired devices = ({})",1,True
394,[HID] [MT] AppleMultitouchDevice::start entered,1,True
393,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-028.xml, Current File [DATE]-CCIOReporter-028.xml",1,True
403,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.%d tc%d %s,1,True
395,"booter start at {} ms smc {} ms, [{}, {}, {}] total {} ms, dsply {}, {} ms, tramp {} ms",1,True
396,"Unexpected payload found for message {message_id}, dataLen {data_length}",1,True
397,"Opened file {file_path}, size {file_size}, extents {num_extents}, maxio {max_io} ssd {is_ssd}",1,True
398,"device_generate_lock_screen_screenshot: authw %p(%d)[%d, %d, %d, %d] shield %p(%d), dev [%d,%d]",1,True
399,<log_message> time: <time_in_ms> ms,1,True
400,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""{reason}"" UserInfo={NSUnderlyingError=0x7fe13530fc60 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""{reason}"" UserInfo={NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, NSErrorFailingURLKey=https://gsp-ssl.ls.apple.com/dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription={reason}}}, NSErrorFailingURLStringKey=https://gsp-ssl.ls.apple.com/dispa`",1,True
401,ARPT: %.6f: %s: MDNS: IPV4 Addr: %s,1,True
402,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23677 {IP_ADDRESS}:{PORT},1,True
404,IOPolledFilePollersOpen({}) {} ms,1,True
405,<action> completed - discarded <number>,1,True
406,<Application Name> <Process ID> <Log Message>,1,True
407,[DATE] [APPLICATION_NAME] [lvl=LOG_LEVEL] [MESSAGE],1,True
380,"CCFile::copyFile fileName is [TIMESTAMP]-io80211Family-031.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-031.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[TIMESTAMP]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[TIMESTAMP]-io80211Family-031.pcapng",1,True
381,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier {},1,True
360,"bitmap_size {}, previewSize {}, writing {} pages @ {}",1,True
379,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""{reason}"" UserInfo={NSUnderlyingError=0x7fb7f0035dc0 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""{reason}"" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription={reason}}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLK",1,True
378,"bitmap_size {bitmap_size}, previewSize {previewSize}, writing {writing} pages @ {address}",1,True
353,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: {message},1,True
354,{action} started,1,True
355,{time} {level}: {code}: {message},1,True
356,"schedule invalidation <DYTransport %@, error: %@>",1,True
357,hibernate_page_list_setall(preflight {}) start,1,True
358,[BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by {}ms,1,True
359,[timestamp] [process_name][process_id/thread_id] [log_level] [function_name] [log_message],1,True
409,CoreAnimation: timed out fence {},1,True
361,Wake reason: {wake_reason} ({source}),1,True
362,"CCFile::captureLogRun Skipping current file Dir file [DATE]-CCIOReporter-041.xml, Current File [DATE]-CCIOReporter-041.xml",1,True
363,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1,True
364,"ARPT: {timestamp}: {interface}: Roamed or switched channel, reason #{reason}, bssid {bssid}, last RSSI {rssi}",1,True
365,full wake promotion (reason {}) {} ms,1,True
366,<<<< MediaValidator >>>> mv_LookupCodecSupport: {message},1,True
367,<<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update,1,True
368,[%{TIME}] %{DATA:module} %{GREEDYDATA:message},1,True
369,"[QL] No sandbox token for request <{}>, it will probably fail",1,True
370,<<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,1,True
371,<Module>/<Component> <Message>,1,True
372,-[SOAPParser:0x7fca6040cb50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1,True
373,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1,True
374,"<Module>: <Level>, <Message>",1,True
375,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] libnetcore-583.50.1 0   libsystem_network.dylib             0x00007fff92fabde9 __nw_create_backtrace_string + 123 1   libsystem_network.dylib             0x00007fff92fc289f nw_path_evaluator_start_helper_connection + 196 2   libdispatch.dylib                   0x00007fff980fa93d _dispatch_call_block_and_release + 12 3   libdispatch.dylib                   0x00007fff980ef40b _dispatch_client_callout + 8 4   libdispatch.dylib                   0x00007fff980f403b _dispatch_queue_drain +",1,True
376,Sandbox: QuickLookSatelli({process_id}) {action} mach-lookup {lookup_target},1,True
377,"CCFile::copyFile fileName is [TIMESTAMP]-AirPortBrcm4360_Logs-001.txt, source path:[SOURCE_PATH], dest path:[DEST_PATH]",1,True
408,<IMMacNotificationCenterManager: 0xXXXXXXXXXXXX>: Updating enabled: BOOL   (Topics: ( )),1,True
430,ARPT: <timestamp>: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,1,True
410,[{class}::{method}] {message},1,True
453,[BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x3800,1,True
441,kern_open_file_for_direct_io({}),1,True
442,en0: BSSID changed to [BSSID],1,True
443,<action> (reason <number>) <duration> ms,1,True
444,"Arranged view frame: {{}, {}}",1,True
445,__[MODULE][FUNCTION]_block_invoke [UNIQUE_IDENTIFIER] - [MESSAGE] [EXTRA_INFORMATION]__,1,True
446,<function_name>(<parameter>) took <time> ms,1,True
447,{Action} controller terminated,1,True
448,ARPT: <timestamp>: wl0: leaveModulePoweredForOffloads: <message>,1,True
449,[BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x8800,1,True
450,"DB Error: 1 ""{error message}""",1,True
451,did discard act {} inact {} purgeable {} spec {} cleaned {},1,True
452,"CCFile::copyFile fileName is [TIMESTAMP]-CCIOReporter-003.xml, source path:[SOURCE_PATH], dest path:[DEST_PATH]",1,True
454,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc25805 {IP_ADDRESS}:{PORT},1,True
411,<log_type>: <log_message>,1,True
455,"ARPT: {timestamp}: {interface}: Roamed or switched channel, reason #{reason}, bssid {bssid}, last RSSI {RSSI}",1,True
456,<module> completed - took <time> msecs,1,True
457,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc25354 {IP_ADDRESS}:{PORT},1,True
458,[<log source>] [<log message>],1,True
459,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x7f8efa7db140 H:[NSImageView:0x7f8efa7db900(38)]>"", ""<NSLayoutConstraint:0x7f8efa7cbe00 H:|-(14)-[NSImageView:0x7f8efa7db900]   (Names: PageItemCell:0x7f8efa7cb450, '|':PageItemCell:0x7f8efa7cb450 )>"", ""<NSLayoutConstraint:0x7f8f17556f20 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)]   (Names: PageItemCell:0x7f8efa7cb450 )>"", ""<NSLayoutConstraint:0x7f8efa7dc1c0 H:[NSImageView:0x7f8efa7db900]-(10)-[NSTextField:0x7f8efa7da9a0]>"", ""<NSLayoutConstraint:0x7f8efa7cbf70 H:[NSTextField:0x7f8f02f1da90]-(14)-|   (Names: PageI`",1,True
460,{Module/Component} {Error message} ({Error code}),1,True
461,<action> <description>,1,True
462,"no application identifier provided, can't use provisioning profiles [pid={pid}]",1,True
463,Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,1,True
464,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=%{AccountName}, CalDAVErrFromRefresh=%{CalDAVErrFromRefresh}, CoreDAVHTTPHeaders=%{CoreDAVHTTPHeaders}} }]",1,True
465,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,1,True
466,ARPT: %.9f: AirPort_Brcm43xx::platformWoWEnable: WWEN[%s],1,True
440,"[Accounts] Current connection, <NSXPCConnection: %@> connection from pid %ld, doesn't have account access.",1,True
439,"ARPT: %.6f: wl0: wl_update_tcpkeep_seq: Original Seq: %u, Ack: %u, Win size: %u",1,True
438,[DATE] [COMPONENT] [ACTION]: [DETAILS],1,True
437,enabling pid={pid} for plug-in {plugin_name} ({plugin_version}) {plugin_id} {plugin_path},1,True
