,EventTemplate,Occurrences,Type
42,Received disconnect from %s: %s: %s,2,True
41,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= {IP_ADDRESS}  user={USERNAME},2,True
39,error: Received disconnect from <IP address>: <error code>: <error message>,2,True
45,Failed password for invalid user {user} from {ip} port {port} {protocol},2,True
73,Invalid user boot from {},1,True
69,pam_unix(sshd:session): session closed for user {},1,True
70,Failed password for ftp from <IP_ADDRESS> port <PORT> ssh2,1,True
71,Failed password for invalid user {username} from {ip_address} port {port_number} ssh2,1,True
72,Accepted password for {user} from {ip} port {port} ssh2,1,True
76,pam_unix(sshd:session): session opened for user {} by (uid={}),1,True
74,Connection closed by [IP address] [reason],1,True
75,{log_level}: {error_message},1,True
67,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=*.dynamic-dsl-ip.*  user=*,1,True
77,Failed password for {username} from {ip_address} port {port} {protocol},1,True
78,Failed password for invalid user <username> from <ip_address> port <port_number> ssh2,1,True
68,Failed password for <username> from <ip_address> port <port_number> <protocol>,1,True
63,Failed password for root from %s port %d ssh2,1,True
66,Received disconnect from {IP}: {code}: {reason},1,True
65,Failed password for sshd from %s port %d ssh2,1,True
64,Failed password for <username> from <IP address> port <port number> <protocol>,1,True
62,Failed none for invalid user {username} from {ip_address} port {port} ssh2,1,True
61,input_userauth_request: invalid user  %s [preauth],1,True
60,Invalid user {user_id} from {ip_address},1,True
59,PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=,1,True
58,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost= %{IP}  user=%{USERNAME},1,True
57,Received disconnect from %host%: %code%: %message% [%auth%],1,True
56,PAM 1 more authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=IP_ADDRESS,1,True
55,Connection closed by {} [{}],1,True
54,message repeated <number> times: [ Failed password for <user> from <ip> port <port> <protocol>],1,True
79,Failed password for sshd from %s port %d %s,1,True
